"BOX HILL
(N-E METRO)",RAW,,,,,,,"BOX HILL
(N-E METRO)",SYNTHETIC,,,,,,
Middle ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
GRN,71.61%,28.39%,0.00%,0.00%,0.00%,,,GRN,68.03%,26.97%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,13.33%,32.02%,28.45%,0.00%,26.19%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,28.84%,42.79%,28.37%,0.00%,0.00%,,,IND,11.33%,27.22%,24.18%,15.00%,0.00%,22.26%,100.00%
,,,,,,,,OTH,17.31%,25.67%,17.02%,40.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"KOROROIT
(W METRO)",RAW,,,,,,,"KOROROIT
(W METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,54,,Index,1,2,3,4,5,6,54
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,42.76%,16.38%,0.00%,0.00%,40.86%,,,GRN,40.62%,15.56%,0.00%,5.00%,0.00%,38.82%,100.00%
IND,22.84%,12.41%,6.36%,0.00%,58.39%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,64.50%,35.50%,0.00%,0.00%,0.00%,,,IND,19.41%,10.55%,5.40%,15.00%,0.00%,49.63%,100.00%
,,,,,,,,OTH,32.25%,17.75%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"POINT COOK
(W METRO)",RAW,,,,,,,"POINT COOK
(W METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,55,,Index,1,2,3,4,5,6,55
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,55.67%,44.33%,0.00%,0.00%,0.00%,,,GRN,52.89%,42.11%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,26.39%,36.14%,37.47%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,28.79%,26.98%,44.23%,0.00%,0.00%,,,IND,22.43%,30.72%,31.85%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,14.39%,13.49%,22.12%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"SYDENHAM
(W METRO)",RAW,,,,,,,"SYDENHAM
(W METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,56,,Index,1,2,3,4,5,6,56
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,55.84%,18.53%,0.00%,0.00%,25.63%,,,GRN,53.05%,17.60%,0.00%,5.00%,0.00%,24.35%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,51.74%,48.26%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,25.87%,24.13%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"TARNEIT
(W METRO)",RAW,,,,,,,"TARNEIT
(W METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,57,,Index,1,2,3,4,5,6,57
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,72.26%,27.74%,0.00%,0.00%,0.00%,,,GRN,68.65%,26.35%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,18.91%,14.04%,7.30%,0.00%,59.74%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,28.65%,36.91%,34.43%,0.00%,0.00%,,,IND,16.08%,11.94%,6.21%,15.00%,0.00%,50.78%,100.00%
,,,,,,,,OTH,14.33%,18.46%,17.22%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"SUNBURY
(W METRO)",RAW,,,,,,,"SUNBURY
(W METRO)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,58,,Index,1,2,3,4,5,6,58
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,72.15%,27.85%,0.00%,0.00%,0.00%,,,GRN,64.94%,25.06%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,12.73%,45.37%,11.15%,0.00%,30.75%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,23.74%,42.30%,33.96%,0.00%,0.00%,,,IND,9.55%,34.03%,8.36%,25.00%,0.00%,23.06%,100.00%
,,,,,,,,OTH,10.68%,19.03%,15.28%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"WERRIBEE
(W METRO)",RAW,,,,,,,"WERRIBEE
(W METRO)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,59,,Index,1,2,3,4,5,6,59
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,69.22%,30.78%,0.00%,0.00%,0.00%,,,GRN,62.30%,27.70%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,18.78%,59.06%,22.16%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,25.37%,19.92%,26.24%,28.47%,0.00%,,,IND,14.08%,44.29%,16.62%,25.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,11.42%,8.96%,11.81%,55.00%,12.81%,0.00%,100.00%
,,,,,,,,,,,,,,,
"EVELYN
(E VICTORIA)",RAW,,,,,,,"EVELYN
(E VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,60,,Index,1,2,3,4,5,6,60
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,73.18%,26.82%,0.00%,0.00%,0.00%,,,GRN,65.86%,24.14%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,15.23%,24.08%,7.99%,0.00%,52.70%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,21.22%,46.10%,32.68%,0.00%,0.00%,,,IND,11.43%,18.06%,5.99%,25.00%,0.00%,39.53%,100.00%
,,,,,,,,OTH,9.55%,20.75%,14.70%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"MONBULK
(E VICTORIA)",RAW,,,,,,,"MONBULK
(E VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,61,,Index,1,2,3,4,5,6,61
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,78.16%,21.84%,0.00%,0.00%,0.00%,,,GRN,70.34%,19.66%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,17.55%,42.67%,39.78%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,11.80%,19.99%,24.26%,43.94%,0.00%,,,IND,13.16%,32.00%,29.83%,25.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,5.31%,9.00%,10.92%,55.00%,19.77%,0.00%,100.00%
,,,,,,,,,,,,,,,
"PAKENHAM
(E VICTORIA)",RAW,,,,,,,"PAKENHAM
(E VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,62,,Index,1,2,3,4,5,6,62
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,47.48%,20.09%,0.00%,32.42%,0.00%,,,GRN,42.73%,18.08%,0.00%,10.00%,29.18%,0.00%,100.00%
IND,47.91%,52.09%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,19.68%,35.51%,23.83%,20.98%,0.00%,,,IND,35.93%,39.07%,0.00%,25.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,8.86%,15.98%,10.72%,55.00%,9.44%,0.00%,100.00%
,,,,,,,,,,,,,,,
"MORNINGTON
(E VICTORIA)",RAW,,,,,,,"MORNINGTON
(E VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,63,,Index,1,2,3,4,5,6,63
ALP,0.00%,16.17%,0.00%,83.83%,0.00%,,,ALP,0.00%,12.94%,0.00%,20.00%,67.06%,0.00%,100.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,38.28%,11.19%,0.00%,50.52%,0.00%,,,GRN,34.45%,10.07%,0.00%,10.00%,45.47%,0.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,7.11%,47.98%,16.73%,28.17%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,3.20%,21.59%,7.53%,55.00%,12.68%,0.00%,100.00%
,,,,,,,,,,,,,,,
"NEPEAN
(E VICTORIA)",RAW,,,,,,,"NEPEAN
(E VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,64,,Index,1,2,3,4,5,6,64
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,75.75%,24.25%,0.00%,0.00%,0.00%,,,GRN,68.17%,21.83%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,19.34%,24.98%,15.59%,0.00%,40.09%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,16.78%,53.31%,29.92%,0.00%,0.00%,,,IND,14.51%,18.73%,11.69%,25.00%,0.00%,30.07%,100.00%
,,,,,,,,OTH,7.55%,23.99%,13.46%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"MORWELL
(E VICTORIA)",RAW,,,,,,,"MORWELL
(E VICTORIA)",SYNTHETIC,,,,,,
Provincial,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,65,,Index,1,2,3,4,5,6,65
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,63.72%,16.19%,0.00%,9.98%,10.11%,,,GRN,57.35%,14.57%,0.00%,10.00%,8.98%,9.10%,100.00%
IND,28.35%,29.78%,0.00%,0.00%,41.88%,,,ON,10.00%,62.00%,3.00%,0.00%,6.00%,19.00%,100.00%
OTH,27.47%,72.53%,0.00%,0.00%,0.00%,,,IND,21.26%,22.33%,0.00%,25.00%,0.00%,31.41%,100.00%
,,,,,,,,OTH,13.74%,36.26%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"GIPPSLAND EAST
(E VICTORIA)",RAW,,,,,,,"GIPPSLAND EAST
(E VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,66,,Index,1,2,3,4,5,6,66
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,70.66%,17.66%,0.00%,0.00%,11.69%,,,GRN,63.59%,15.89%,0.00%,10.00%,0.00%,10.52%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,27.43%,72.57%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,10.97%,29.03%,0.00%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"GIPPSLAND SOUTH
(E VICTORIA)",RAW,,,,,,,"GIPPSLAND SOUTH
(E VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,67,,Index,1,2,3,4,5,6,67
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,73.84%,26.16%,0.00%,0.00%,0.00%,,,GRN,66.45%,23.55%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,11.23%,70.88%,17.89%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,15.88%,35.96%,19.94%,28.22%,0.00%,,,IND,8.43%,53.16%,13.42%,25.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,6.35%,14.38%,7.98%,60.00%,11.29%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BASS
(E VICTORIA)",RAW,,,,,,,"BASS
(E VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,68,,Index,1,2,3,4,5,6,68
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,65.38%,34.62%,0.00%,0.00%,0.00%,,,GRN,58.84%,31.16%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,8.63%,29.47%,37.78%,0.00%,24.12%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,14.98%,64.13%,20.88%,0.00%,0.00%,,,IND,6.48%,22.10%,28.33%,25.00%,0.00%,18.09%,100.00%
,,,,,,,,OTH,5.99%,25.65%,8.35%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"HASTINGS
(E VICTORIA)",RAW,,,,,,,"HASTINGS
(E VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,69,,Index,1,2,3,4,5,6,69
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,77.84%,22.16%,0.00%,0.00%,0.00%,,,GRN,70.06%,19.94%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,13.13%,24.95%,17.64%,0.00%,44.28%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,21.25%,43.25%,35.51%,0.00%,0.00%,,,IND,9.85%,18.71%,13.23%,25.00%,0.00%,33.21%,100.00%
,,,,,,,,OTH,8.50%,17.30%,14.20%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"NARRACAN
(E VICTORIA)",RAW,,,,,,,"NARRACAN
(E VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,70,,Index,1,2,3,4,5,6,70
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,0.00%,0.00%,0.00%,0.00%,0.00%,,,GRN,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,0.00%,0.00%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,
"YAN YEAN
(N VICTORIA)",RAW,,,,,,,"YAN YEAN
(N VICTORIA)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,71,,Index,1,2,3,4,5,6,71
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,61.84%,12.38%,0.00%,0.00%,25.78%,,,GRN,55.66%,11.14%,0.00%,10.00%,0.00%,23.20%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,44.54%,55.46%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,20.04%,24.96%,0.00%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"SHEPPARTON
(N VICTORIA)",RAW,,,,,,,"SHEPPARTON
(N VICTORIA)",SYNTHETIC,,,,,,
Provincial,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,72,,Index,1,2,3,4,5,6,72
ALP,0.00%,44.93%,0.00%,55.07%,0.00%,,,ALP,0.00%,38.19%,0.00%,15.00%,46.81%,0.00%,100.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,35.47%,30.20%,0.00%,24.10%,10.24%,,,GRN,31.92%,27.18%,0.00%,10.00%,21.69%,9.22%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,62.00%,3.00%,0.00%,6.00%,19.00%,100.00%
OTH,20.97%,79.03%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,10.49%,39.51%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BENDIGO EAST
(N VICTORIA)",RAW,,,,,,,"BENDIGO EAST
(N VICTORIA)",SYNTHETIC,,,,,,
Provincial,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,73,,Index,1,2,3,4,5,6,73
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,77.45%,22.55%,0.00%,0.00%,0.00%,,,GRN,69.71%,20.29%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,15.08%,15.22%,12.75%,0.00%,56.95%,,,ON,10.00%,62.00%,3.00%,0.00%,6.00%,19.00%,100.00%
OTH,18.59%,60.10%,21.32%,0.00%,0.00%,,,IND,11.31%,11.42%,9.57%,25.00%,0.00%,42.71%,100.00%
,,,,,,,,OTH,9.29%,30.05%,10.66%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BENDIGO WEST
(N VICTORIA)",RAW,,,,,,,"BENDIGO WEST
(N VICTORIA)",SYNTHETIC,,,,,,
Provincial,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,74,,Index,1,2,3,4,5,6,74
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,84.65%,15.35%,0.00%,0.00%,0.00%,,,GRN,76.19%,13.81%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,13.22%,9.81%,23.39%,0.00%,53.59%,,,ON,10.00%,62.00%,3.00%,0.00%,6.00%,19.00%,100.00%
OTH,24.26%,49.23%,26.52%,0.00%,0.00%,,,IND,9.91%,7.35%,17.54%,25.00%,0.00%,40.19%,100.00%
,,,,,,,,OTH,12.13%,24.61%,13.26%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"EILDON
(N VICTORIA)",RAW,,,,,,,"EILDON
(N VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,75,,Index,1,2,3,4,5,6,75
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,76.53%,23.47%,0.00%,0.00%,0.00%,,,GRN,68.88%,21.12%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,9.52%,18.46%,27.69%,0.00%,44.33%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,16.36%,49.99%,33.65%,0.00%,0.00%,,,IND,7.14%,13.85%,20.77%,25.00%,0.00%,33.25%,100.00%
,,,,,,,,OTH,6.54%,20.00%,13.46%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"EUROA
(N VICTORIA)",RAW,,,,,,,"EUROA
(N VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,76,,Index,1,2,3,4,5,6,76
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,66.21%,19.35%,0.00%,0.00%,14.44%,,,GRN,59.59%,17.41%,0.00%,10.00%,0.00%,13.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,26.82%,73.18%,0.00%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,10.73%,29.27%,0.00%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"MACEDON
(N VICTORIA)",RAW,,,,,,,"MACEDON
(N VICTORIA)",SYNTHETIC,,,,,,
Regional,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,77,,Index,1,2,3,4,5,6,77
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,83.52%,16.48%,0.00%,0.00%,0.00%,,,GRN,75.17%,14.83%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,24.90%,37.49%,21.58%,0.00%,16.03%,,,ON,10.00%,63.00%,3.00%,0.00%,5.00%,19.00%,100.00%
OTH,22.61%,49.30%,28.09%,0.00%,0.00%,,,IND,18.68%,28.12%,16.18%,25.00%,0.00%,12.02%,100.00%
,,,,,,,,OTH,9.04%,19.72%,11.24%,60.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BENAMBRA
(N VICTORIA)",RAW,,,,,,,"BENAMBRA
(N VICTORIA)",SYNTHETIC,,,,,,
